,Name,Age,Hometown,Boarded,Position,Lifeboat,Survived,latitude,longitude,altitude,country
184,"Hopkins, Mr. F.",16,"Southampton, Hampshire, England",Southampton,Plate Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
185,"House, Mr. William",38,"Southampton, Hampshire, England",Belfast,Saloon Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
186,"Howell, Mr. Arthur Albert",31,"Itchen, Hampshire, England",Belfast,Saloon Steward,,False,51.0893892,-1.2887593,0.0,United Kingdom
187,"Hughes, Mr. William Thomas",33,"Southampton, Hampshire, England",Southampton,Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
188,"Humby, Mr. Frederick",16,"Southampton, Hampshire, England",Southampton,Plate Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
189,"Humphreys, Mr. Thomas Humphrey",31,"Southampton, Hampshire, England",Southampton,Assistant Saloon Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
190,"Hutchinson, Mr. James",29,"Liverpool, Lancashire, England",Southampton,Vegetable Cook,,False,53.6326141,-2.8105631,0.0,United Kingdom
191,"Hyland, Mr. Leo James",19,"Southampton, Hampshire, England",Southampton,Steward,11,True,50.90472085,-1.3587998082396187,0.0,United Kingdom
192,"Ide, Mr. Harry John",32,"Southampton, Hampshire, England",Southampton,Bedroom Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
193,"Ingrouille, Mr. Henry",21,"Southampton, Hampshire, England",Southampton,Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
194,"Ings, Mr. William Ernest",20,"Southampton, Hampshire, England",Southampton,Scullion,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
195,"Jackson, Mr. Cecil",29,"Southampton, Hampshire, England",Belfast,Boots,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
196,"Janaway, Mr. William Frank",35,"Southampton, Hampshire, England",Belfast,Bedroom Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
197,"Jenner, Mr. Harry",41,"Southampton, Hampshire, England",Belfast,Saloon Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
198,"Jensen, Mr. Charles Valdemar",25,"Southampton, Hampshire, England",Southampton,Saloon Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
199,"Jessop, Miss Violet Constance",24,"London, England",Southampton,Stewardess,16,True,51.5073219,-0.1276474,0.0,United Kingdom
200,"Johnson Thorne, Mr. Harry",25,"Southampton, Hampshire, England",Southampton,Assistant Ship's Cook,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
201,"Johnston, Mr. James",41,"Southampton, Hampshire, England",Belfast,Saloon Steward,2,True,50.90472085,-1.3587998082396187,0.0,United Kingdom
202,"Jones, Mr. Albert",17,"Southampton, Hampshire, England",Southampton,Saloon Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
203,"Jones, Mr. Arthur Ernest",38,"Woolston, Hampshire, England",Southampton,Plate Steward,,False,51.3017496,-1.0535822,0.0,United Kingdom
204,"Jones, Mr. H.",29,"Alresford, Essex, England",Southampton,Roast Cook,,False,51.8519359,1.0023071,0.0,United Kingdom
205,"Jones, Mr. Reginald V.",20,"Southampton, Hampshire, England",Southampton,Saloon Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
206,"Joughin, Mr. Charles John",32,"Southampton, Hampshire, England",Belfast,Chief Baker,B,True,50.90472085,-1.3587998082396187,0.0,United Kingdom
207,"Keen, Mr. Percy Edward",28,"Southampton, Hampshire, England",Southampton,Saloon Steward,15,True,50.90472085,-1.3587998082396187,0.0,United Kingdom
208,"Kelland, Mr. Thomas",21,"Southampton, Hampshire, England",Southampton,Library Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
209,"Kennell, Mr. Charles",30,"Southampton, Hampshire, England",Southampton,Hebrew Cook,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
210,"Kerley, Mr. William Thomas",28,"Salisbury, Wiltshire, England",Southampton,Assistant Saloon Steward,A,True,51.0690613,-1.7954134,0.0,United Kingdom
211,"Ketchley, Mr. Henry",30,"Southampton, Hampshire, England",Belfast,Saloon Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
212,"Kieran, Mr. James W.",32,"Southampton, Hampshire, England",Southampton,Chief 3rd Class Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
213,"Kieran, Mr. Michael",31,"Southampton, Hampshire, England",Southampton,Storekeeper,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
214,"King, Mr. Alfred",18,"Southampton, Hampshire, England",Southampton,Lift Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
215,"King, Mr. Ernest Waldron",28,"Clones, Monaghan, Ireland",Southampton,Clerk,,False,54.1804028,-7.233439,0.0,Éire / Ireland
216,"King, Mr. G.",20,"Southampton, Hampshire, England",Southampton,Scullion,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
217,"Kingscote, Mr. William Ford",43,"Southampton, Hampshire, England",Southampton,Saloon Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
218,"Kirkaldy, Mr. Thomas",37,"Southampton, Hampshire, England",Southampton,Bedroom Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
219,"Kitching, Mr. Arthur Alfred",30,"Southampton, Hampshire, England",Southampton,Saloon Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
220,"Klein, Mr. Herbert",33,"Southampton, Hampshire, England",Southampton,Second Class Barber,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
221,"Knight, Mr. George",44,"Woolston, Hampshire, England",Southampton,Saloon Steward,13,True,51.3017496,-1.0535822,0.0,United Kingdom
222,"Knight, Mr. Leonard George",21,"Bishopstoke, Hampshire, England",Southampton,Steward,,False,50.9712758,-1.3273954372222223,0.0,United Kingdom
223,"Lacey, Mr. Bert W.",21,"Salisbury, Wiltshire, England",Southampton,Assistant Saloon Steward,,False,51.0690613,-1.7954134,0.0,United Kingdom
224,"Lake, Mr. William",35,"Southampton, Hampshire, England",Belfast,Saloon Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
225,"Lane, Mr. Albert Edward",34,"Woolston, Hampshire, England",Southampton,Saloon Steward,,False,51.3017496,-1.0535822,0.0,United Kingdom
226,"Latimer, Mr. Andrew L.",55,"Liverpool, Lancashire, England",Belfast,Chief First Class Steward,,False,53.6326141,-2.8105631,0.0,United Kingdom
227,"Lavington, Miss Bessie",39,"Winchester, Hampshire, England",Southampton,Stewardess,11,True,51.0612766,-1.3131692,0.0,United Kingdom
228,"Lawrence, Mr. Arthur",25,"Rochford, Essex, England",Belfast,Saloon Steward,,False,51.5838691,0.7056174,0.0,United Kingdom
229,"Leader, Mr. Archie",22,"Southampton, Hampshire, England",Southampton,Confectioner,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
230,"Leather, Mrs Elizabeth May",41,"Liverpool, Lancashire, England",Southampton,Stewardess,16,True,53.6326141,-2.8105631,0.0,United Kingdom
231,"Lefebvre, Mr. Paul Georges",35,"Southampton, Hampshire, England",Southampton,Saloon Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
232,"Leonard, Mr. Matthew",26,"Belfast, Ireland",Belfast,Steward,,False,54.5964411,-5.9302761,0.0,United Kingdom
233,"Levett, Mr. George Alfred",21,"Southampton, Hampshire, England",Belfast,Assistant Pantryman,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
234,"Lewis, Mr. Arthur Ernest",27,"Southampton, Hampshire, England",Southampton,Steward,15,True,50.90472085,-1.3587998082396187,0.0,United Kingdom
235,"Light, Mr. C.",23,"Christchurch, Dorset, England",Southampton,Plate Steward,,False,50.7651261,-1.8145483592492209,0.0,United Kingdom
236,"Littlejohn, Mr. Alexander James",40,"Southampton, Hampshire, England",Belfast,Saloon Steward,13,True,50.90472085,-1.3587998082396187,0.0,United Kingdom
237,"Lloyd, Mr. Humphrey",32,"Southampton, Hampshire, England",Belfast,Saloon Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
238,"Locke, Mr. A.",33,"Southampton, Hampshire, England",Southampton,Scullion,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
239,"Longmuir, Mr. John Dickson",19,"Eastleigh, Hampshire, England",Southampton,Assistant Pantry Steward,,False,50.9202316,-1.299273639634381,0.0,United Kingdom
240,"Lovell, Mr. John",38,"Southampton, Hampshire, England",Southampton,Grill Cook,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
241,"Lucas, Mr. William",34,"Southampton, Hampshire, England",Belfast,Saloon Steward,A,True,50.90472085,-1.3587998082396187,0.0,United Kingdom
242,"Lydiatt, Mr. Charles",38,"Southampton, Hampshire, England",Southampton,Saloon Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
243,"Mabey, Mr. J.",23,"Southampton, Hampshire, England",Southampton,Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
244,"Mackay, Mr. Charles Donald",34,"Southampton, Hampshire, England",Belfast,Saloon Steward,11,True,50.90472085,-1.3587998082396187,0.0,United Kingdom
245,"Mackie, Mr. George William",34,"Southampton, Hampshire, England",Southampton,Bedroom Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
246,"Major, Mr. Thomas Edgar",35,"Southampton, Hampshire, England",Belfast,Bath Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
247,"Mantle, Mr. Roland Frederick",36,"Southampton, Hampshire, England",Southampton,Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
248,"Marks, Mr. J.",26,"Southampton, Hampshire, England",Southampton,Assistant Pantryman Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
249,"Marriott, Mr. J.W.",20,"Southampton, Hampshire, England",Southampton,Assistant Pantryman Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
250,"Marsden, Miss Evelyn",28,"Southampton, Hampshire, England",Southampton,Stewardess,16,True,50.90472085,-1.3587998082396187,0.0,United Kingdom
251,"Martin, Mrs. Annie",33,"Portsmouth, Hampshire, England",Southampton,Stewardess,11,True,50.8221133,-1.0677602492961795,0.0,United Kingdom
252,"Martin, Mr. F.",29,"Fareham, Hampshire, England",Southampton,Scullion,13,True,50.8526637,-1.1783134,0.0,United Kingdom
253,"Maynard, Mr. Isaac Hiram",31,"Southampton, Hampshire, England",Belfast,Entre Cook,B,True,50.90472085,-1.3587998082396187,0.0,United Kingdom
254,"Maytum, Mr. Alfred",52,"Southampton, Hampshire, England",Belfast,Chief Butcher,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
255,"McCarthy, Mr. Frederick",36,"Southampton, Hampshire, England",Southampton,Bedroom Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
256,"McCawley, Mr. Thomas W.",36,"Southampton, Hampshire, England",Belfast,Gymnasium Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
257,"McElroy, Mr. Hugh Walter",37,"Southampton, Hampshire, England",Southampton,Purser,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
258,"McGrady, Mr. James",27,"Southampton, Hampshire, England",Southampton,Saloon Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
259,"McLaren, Mrs.",40,"Southampton, Hampshire, England",Southampton,Stewardess,5,True,50.90472085,-1.3587998082396187,0.0,United Kingdom
260,"McMicken, Mr. Arthur",23,"Southampton, Hampshire, England",Belfast,Saloon Steward,11,True,50.90472085,-1.3587998082396187,0.0,United Kingdom
261,"McMicken, Mr. Benjamin Tucker",21,"Southampton, Hampshire, England",Belfast,Second Pantry Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
262,"McMullin, Mr. James",31,"Southampton, Hampshire, England",Belfast,Saloon Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
263,"McMurray, Mr. William Ernest",43,"Southampton, Hampshire, England",Belfast,Bedroom Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
264,"Mellor, Mr. Arthur",34,"Southampton, Hampshire, England",Southampton,Saloon Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
265,"Middleton, Mr. M.V.",24,"London, England",Southampton,Saloon Steward,,False,51.5073219,-0.1276474,0.0,United Kingdom
266,"Mills, Mr. Christopher",51,"Southampton, Hampshire, England",Southampton,Butcher,C,True,50.90472085,-1.3587998082396187,0.0,United Kingdom
267,"Mishellamy, Mr. Abraham",52,"Southampton, Hampshire, England",Belfast,Printer Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
268,"Moore, Mr. Alfred Ernest",39,"Southampton, Hampshire, England",Southampton,Saloon Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
269,"Morgan (Bird), Mr. Charles Frederick",42,"Birkenhead, Cheshire, England",Southampton,Assistant Storekeeper,,False,53.2594958,-2.4897226,0.0,United Kingdom
270,"Morris, Mr. Frank Herbert",28,"Southampton, Hampshire, England",Belfast,Bathroom Steward,14,True,50.90472085,-1.3587998082396187,0.0,United Kingdom
271,"Moss, Mr. William",34,"Southampton, Hampshire, England",Belfast,First Saloon Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
272,"Mullen, Mr. Thomas A.",20,"Maxwelltown, Dumfries, Scotland",Southampton,Steward,,False,55.0676221,-3.6292681,0.0,United Kingdom
273,"Neal, Mr. Henry",25,"Southampton, Hampshire, England",Southampton,Baker,13,True,50.90472085,-1.3587998082396187,0.0,United Kingdom
274,"Nicholls, Mr. Sidney",39,"Southampton, Hampshire, England",Southampton,Saloon Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
275,"Nichols, Mr. A. D.",34,"Southampton, Hampshire, England",Southampton,Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
276,"Nichols, Mr. Walter Henry",35,"Southampton, Hampshire, England",Southampton,Steward,15,True,50.90472085,-1.3587998082396187,0.0,United Kingdom
277,"O'Connor, Mr. Thomas Peter",39,"Southampton, Hampshire, England",Belfast,Bedroom Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
278,"Olive, Mr. Ernest Roskelly",28,"Southampton, Hampshire, England",Southampton,Clothes Presser Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
279,"Orpet, Mr. Walter Hayward",31,"Southampton, Hampshire, England",Southampton,Saloon Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
280,"Orr, Mr. J.",40,"Southampton, Hampshire, England",Southampton,Assistant Vegetable Cook,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
281,"Osbourne, Mr. William Edward",32,"Southampton, Hampshire, England",Belfast,Saloon Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
282,"Owen, Mr. Lewis",49,"Southampton, Hampshire, England",Southampton,Assistant Saloon Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
283,"Pacey, Mr. Reginald Ivan",17,"Southampton, Hampshire, England",Southampton,Lift Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
284,"Paintin, Mr. James Arthur",29,"Southampton, Hampshire, England",Southampton,Captain's Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
285,"Parsons, Mr. Edward",35,"Southampton, Hampshire, England",Southampton,Chief Storekeeper,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
286,"Parsons, Mr. Richard",18,"Ashbrittle, Somerset, England",Southampton,Saloon Steward,,False,50.9845602,-3.3506266,0.0,United Kingdom
287,"Pearce, Mr. Alfred Ernest",24,"Southampton, Hampshire, England",Southampton,Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
288,"Pearcey, Mr. Albert Victor",32,"Southampton, Hampshire, England",Southampton,Steward,C,True,50.90472085,-1.3587998082396187,0.0,United Kingdom
289,"Pennal, Mr. Thomas Francis",33,"Shirley, Hampshire, Hampshire, England",Southampton,Bath Steward,,False,50.783826,-1.5735367,0.0,United Kingdom
290,"Penny, Mr. William Far",30,"Southampton, Hampshire, England",Southampton,Assistant Saloon Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
291,"Penrose, Mr. John Poole",49,"Southampton, Hampshire, England",Belfast,Bedroom Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
292,"Perkins, Mr. Laurence Alexander",22,"Southampton, Hampshire, England",Southampton,Telephone Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
293,"Perrin, Mr. William Charles",39,"Southampton, Hampshire, England",Southampton,Boots Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
294,"Perriton, Mr. Hubert Prouse",31,"Southampton, Hampshire, England",Southampton,Saloon Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
295,"Petty, Mr. Edwin Henry",25,"Southampton, Hampshire, England",Southampton,Bedroom Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
296,"Pfropper, Mr. Richard",30,"Southampton, Hampshire, England",Southampton,Saloon Steward,9,True,50.90472085,-1.3587998082396187,0.0,United Kingdom
297,"Phillimore, Mr. Harold Charles William",23,"Southampton, Hampshire, England",Belfast,Saloon Steward,14,True,50.90472085,-1.3587998082396187,0.0,United Kingdom
298,"Phillips, Mr. John George ""Jack""",25,"Godalming, Surrey, England",Belfast,Telegraphist,,False,51.1857892,-0.6149074,0.0,United Kingdom
299,"Platt, Mr. W.",18,"Southampton, Hampshire, England",Belfast,Scullion,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
300,"Pook, Mr. P.",34,"Southampton, Hampshire, England",Belfast,Assistant Pantry,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
301,"Port, Mr. Frank",32,"Southampton, Hampshire, England",Belfast,Steward,13,True,50.90472085,-1.3587998082396187,0.0,United Kingdom
302,"Porteus, Mr. Thomas",32,"Southampton, Hampshire, England",Belfast,Butcher,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
303,"Prentice, Mr. Frank Winnold",22,"Southampton, Hampshire, England",Belfast,Storekeeper,4,True,50.90472085,-1.3587998082396187,0.0,United Kingdom
304,"Prichard, Mrs. Alice",33,"Southampton, Hampshire, England",Belfast,Stewardess,11,True,50.90472085,-1.3587998082396187,0.0,United Kingdom
305,"Prideaux, Mr. John Arthur ""Jack""",23,"Southampton, Hampshire, England",Belfast,Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
306,"Prior, Mr. Harold John",21,"Southampton, Hampshire, England",Belfast,Steward,11,True,50.90472085,-1.3587998082396187,0.0,United Kingdom
307,"Proctor, Mr. Charles",40,"Liverpool, Lancashire, England",Belfast,Chef,,False,53.6326141,-2.8105631,0.0,United Kingdom
308,"Pryce, Mr. Charles William",22,"Southampton, Hampshire, England",Southampton,Saloon Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
309,"Pugh, Mr. Alfred",20,"Southampton, Hampshire, England",Southampton,Steward,14,True,50.90472085,-1.3587998082396187,0.0,United Kingdom
310,"Puzey, Mr. John E.",35,"Itchen, Hampshire, England",Belfast,Saloon Steward,,False,51.0893892,-1.2887593,0.0,United Kingdom
311,"Randall, Mr. Frank Henry",27,"Southampton, Hampshire, England",Southampton,Saloon Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
312,"Ransom, Mr. James",33,"Bristol, Avon, England",Belfast,Saloon Steward,,False,52.1868871,-1.5995568,0.0,United Kingdom
313,"Rattonbury, Mr. William Henry",36,"Southampton, Hampshire, England",Belfast,Assistant Boots Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
314,"Ray, Mr. Frederick Dent",32,"Southampton, Hampshire, England",Belfast,Saloon Steward,13,True,50.90472085,-1.3587998082396187,0.0,United Kingdom
315,"Reed, Mr. Charles S.",43,"Southampton, Hampshire, England",Southampton,Bedroom Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
316,"Revell, Mr. William",31,"Southampton, Hampshire, England",Belfast,Saloon Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
317,"Rice, Mr. John Reginald",25,"Crosby, Lancashire, England",Southampton,Clerk,,False,53.7782794,-2.7423231,0.0,United Kingdom
318,"Rice, Mr. John Reginald",25,"Southampton, Hampshire, England",Southampton,Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
319,"Ricks, Mr. Cyril G.",23,"Southampton, Hampshire, England",Southampton,Storekeeper,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
320,"Ridout, Mr. W.",29,"Southampton, Hampshire, England",Southampton,Saloon Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
321,"Rimmer, Mr. Gilbert",27,"Southampton, Hampshire, England",Southampton,Saloon Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
322,"Roberton, Mr. George Edward",19,"Southampton, Hampshire, England",Southampton,Assistant Saloon Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
323,"Roberts, Mr. Frank John",36,"Farnborough, Hampshire, England",Belfast,Third Butcher,,False,51.2918693,-0.7539836,0.0,United Kingdom
324,"Roberts, Mr. Hugh H.",40,"Bootle, Lancashire, England",Southampton,Bedroom Steward,,False,53.765146,-2.6801237,0.0,United Kingdom
325,"Roberts, Mrs. Mary Kezziah (née Humphrys)",41,"Southampton, Hampshire, England",Southampton,Saloon Steward,16,True,50.90472085,-1.3587998082396187,0.0,United Kingdom
326,"Robinson, Mrs. Annie",40,"Southampton, Hampshire, England",Southampton,Stewardess,11,True,50.90472085,-1.3587998082396187,0.0,United Kingdom
327,"Robinson, Mr. James William",30,"Southampton, Hampshire, England",Southampton,Saloon Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
328,"Rogers, Mr. Edward James William",32,"Southampton, Hampshire, England",Southampton,Assistant Storekeeper,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
329,"Rogers, Mr. Michael",27,"Winchester, Hampshire, England",Southampton,Saloon Steward,,False,51.0612766,-1.3131692,0.0,United Kingdom
330,"Ross, Mr. Horace Leopold",36,"Southampton, Hampshire, England",Southampton,Scullion,13,True,50.90472085,-1.3587998082396187,0.0,United Kingdom
331,"Rowe, Mr. Edward M.",31,"Southampton, Hampshire, England",Belfast,Saloon 1st Class Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
332,"Rule, Mr. Samuel James",58,"Southampton, Hampshire, England",Belfast,Bathroom Steward,15,True,50.90472085,-1.3587998082396187,0.0,United Kingdom
333,"Russell, Mr. Boysie Richard",17,"Southampton, Hampshire, England",Southampton,Saloon Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
334,"Ryan, Mr. Tom",27,"Southampton, Hampshire, England",Southampton,Third Class Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
335,"Ryerson, Mr. William Edwy",32,"Southampton, Hampshire, England",Southampton,Saloon Steward,9,True,50.90472085,-1.3587998082396187,0.0,United Kingdom
336,"Samuel, Mr. Owen Wilmore",41,"Southampton, Hampshire, England",Southampton,Saloon Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
337,"Saunders, Mr. D. E.",26,"Southampton, Hampshire, England",Southampton,Saloon Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
338,"Savage, Mr. Charles J.",23,"Southampton, Hampshire, England",Southampton,Saloon Steward,11,True,50.90472085,-1.3587998082396187,0.0,United Kingdom
339,"Scott, Mr. John",21,"Southampton, Hampshire, England",Southampton,Boots Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
340,"Scovell, Mr. Robert",42,"Freemantle, Hampshire, England",Southampton,Saloon Steward,,False,51.144324299999994,-1.5956504842344639,0.0,United Kingdom
341,"Sedunary, Mr. Sidney Francis",25,"Southampton, Hampshire, England",Southampton,Third Class Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
342,"Shea, Mr. John",39,"Southampton, Hampshire, England",Belfast,Saloon Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
343,"Slight, Mr. Harry John",35,"Southampton, Hampshire, England",Southampton,Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
344,"Sloan, Miss Mary",28,"Belfast, Northern Ireland",Southampton,Stewardess,,False,54.5964411,-5.9302761,0.0,United Kingdom
345,"Slocombe, Mrs Maud (née Waldon)",30,"London, England",Southampton,Turkish Bath Stewardess,,False,51.5073219,-0.1276474,0.0,United Kingdom
346,"Smillie, Mr. John",38,"Southampton, Hampshire, England",Belfast,Saloon Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
347,"Smith, Mr. Charles Edward",38,"Southampton, Hampshire, England",Southampton,Bed Room Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
348,"Smith, Mr. F",20,"Southampton, Hampshire, England",Southampton,Assistant Pantryman Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
349,"Smith, Miss Katherine E.",42,"Southampton, Hampshire, England",Southampton,Stewardess,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
350,"Snape, Mrs Lucy Violet",22,"Witley, Surrey, England",Southampton,Stewardess,,False,51.14479835,-0.6568798115940656,0.0,United Kingdom
351,"Stap, Miss Sarah Agnes",47,"Birkenhead, Cheshire, England, England",Southampton,Stewardess,,False,53.2594958,-2.4897226,0.0,United Kingdom
352,"Stone, Mr. Edmond J.",26,"Southampton, Hampshire, England",Southampton,First class Bedroom Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
353,"Stone, Mr. Edward Thomas",30,"Southampton, Hampshire, England",Southampton,First class Bedroom Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
354,"Talbot, Mr. George Frederick Charles.",27,"Southampton, Hampshire, England",Southampton,Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
355,"Taylor, Mr. William",21,"Southampton, Hampshire, England",Southampton,Boots Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
356,"Teuton, Mr. Thomas Moore",32,"Southampton, Hampshire, England",Southampton,Saloon Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
357,"Toshack, Mr. James A.",30,"Southampton, Hampshire, England",Southampton,First Class Saloon Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
358,"Turner, Mr. Leopold[25]",28,"Church Stretton, Shropshire, England",Belfast,First Class Saloon Steward,,False,52.5390725,-2.8077658,0.0,United Kingdom
359,"Veal, Mr. Thomas H.E.",38,"Southampton, Hampshire, England",Southampton,First Class Saloon Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
360,"Wake, Mr. T.",32,"Southampton, Hampshire, England",Southampton,Asst. Baker,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
361,"Wallis, Mrs Catherine Jane",35,"Southampton, Hampshire, England",Southampton,Second Class Matron,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
362,"Walpole, Mr. James",48,"Southampton, Hampshire, England",Belfast,Chief Pantryman,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
363,"Walsh, Miss Catherine",32,"Southampton, Hampshire, England",Southampton,Stewardess,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
364,"Ward, Mr. Edward",34,"Southampton, Hampshire, England",Southampton,First Class Bedroom Steward,,False,50.90472085,-1.3587998082396187,0.0,United Kingdom
365,"Ward, Mr. Percy T.",38,"Hampshire, England",Southampton,First Class Bedroom Steward,,False,51.04483545,-1.2434093597173146,0.0,United Kingdom
366,"Ward, Mr. William",36,"Southampton, Hampshire, England",Southampton,First Class Saloon Steward,9,True,50.90472085,-1.3587998082396187,0.0,United Kingdom
